"Страна";"Дата";"Заражений";"Выздоровлений";"Смертей";"Заражений за день";"Выздоровлений за день";"Смертей за день"
Summer Olympics 2020;17.02.2022;865;"";0;0;"";0
Эритрея;22.02.2022;9689;"";103;0;"";0
Румыния;05.03.2022;2765169;"";63931;4837;"";82
Багамские острова;22.04.2022;33446;"";789;16;"";0
Финляндия;01.07.2022;1145610;"";4875;0;"";0
Кабо-Верде;08.01.2022;49850;"";360;1005;"";0
Оман;06.04.2022;388571;"";4253;35;"";1
Узбекистан;06.01.2022;199507;"";1485;146;"";0
Marshall Islands;07.04.2022;7;"";0;0;"";0
Азербайджан;13.01.2022;623555;"";8490;674;"";10
Кот-д’Ивуар;22.05.2022;82044;"";799;0;"";0
Вьетнам;27.01.2022;2203208;"";37291;15727;"";126
Чад;02.06.2022;7417;"";193;0;"";0
Малайзия;27.03.2022;4137736;"";34758;15732;"";7
Бурунди;18.06.2022;42398;"";38;0;"";0
Йемен;01.05.2022;11818;"";2149;0;"";0
Ботсвана;07.05.2022;306200;"";2690;0;"";0
Нидерланды;08.07.2022;8338213;"";23030;7158;"";5
Непал;07.05.2022;978925;"";11952;11;"";0
Саудовская Аравия;21.03.2022;749730;"";9030;133;"";2
Гаити;19.07.2022;32103;"";837;0;"";0
Ливия;29.04.2022;501904;"";6430;0;"";0
Суринам;05.06.2022;80547;"";1350;0;"";0
Лихтенштейн;07.03.2022;13195;"";78;263;"";0
Сан-Марино;15.04.2022;15874;"";114;0;"";0
Литва;26.01.2022;646763;"";7809;11834;"";19
Италия;22.03.2022;13992092;"";158101;96904;"";197
Куба;23.01.2022;1022112;"";8363;3508;"";5
Швейцария;06.03.2022;2890568;"";13173;0;"";-1
Сирия;06.03.2022;55026;"";3095;63;"";3
Зимбабве;15.04.2022;247237;"";5462;29;"";0
Ливан;09.07.2022;1121054;"";10473;0;"";0
Турция;05.04.2022;14919591;"";98234;12213;"";37
Молдавия;10.04.2022;515445;"";11462;133;"";1
Андорра;19.03.2022;39234;"";153;0;"";0
Гватемала;21.04.2022;840477;"";17475;1061;"";18
Сент-Винсент и Гренадины;05.02.2022;8035;"";99;0;"";4
Экваториальная Гвинея;12.05.2022;15910;"";183;0;"";0
Швеция;06.02.2022;2287785;"";16180;0;"";0
Тунис;24.05.2022;1042362;"";28632;573;"";4
Панама;12.03.2022;759224;"";8131;0;"";0
Мавритания;30.07.2022;62556;"";991;16;"";0
Иран;30.01.2022;6344179;"";132424;21996;"";44
Сингапур;27.01.2022;333071;"";850;5469;"";0
Бенин;10.04.2022;26952;"";163;0;"";0
Япония;15.01.2022;1856002;"";18429;25621;"";6
Аргентина;30.03.2022;9035127;"";127997;2965;"";27
Польша;08.02.2022;5223507;"";106894;35323;"";287
Мозамбик;17.07.2022;229038;"";2215;18;"";0
Сальвадор;17.06.2022;164134;"";4136;0;"";1
Никарагуа;09.04.2022;14306;"";231;0;"";0
Ирландия;12.06.2022;1570519;"";7416;0;"";0
Сенегал;23.02.2022;85619;"";1960;19;"";1
Самоа;10.05.2022;10926;"";22;0;"";0
Восточный Тимор;01.03.2022;22693;"";128;0;"";0
ЦАР;08.03.2022;14320;"";113;0;"";0
Филиппины;23.02.2022;3655709;"";55977;1425;"";201
Оман;31.03.2022;388343;"";4250;64;"";0
Малайзия;18.04.2022;4396165;"";35437;7140;"";16
Чад;12.06.2022;7418;"";193;0;"";0
Узбекистан;29.05.2022;238983;"";1637;0;"";0
Вьетнам;02.02.2022;2295494;"";37777;8744;"";0
Кот-д’Ивуар;26.04.2022;81909;"";799;11;"";0
Marshall Islands;01.04.2022;7;"";0;0;"";0
Лесото;30.04.2022;33015;"";697;0;"";0
Сербия;08.03.2022;1930437;"";15488;2588;"";25
Багамские острова;18.05.2022;34011;"";801;22;"";0
Румыния;27.02.2022;2728727;"";63353;4247;"";59
Эритрея;20.03.2022;9723;"";103;0;"";0
Коста-Рика;20.07.2022;960340;"";8525;55406;"";0
Summer Olympics 2020;09.04.2022;865;"";0;0;"";0
Финляндия;23.07.2022;1171034;"";5012;0;"";0
Израиль;05.01.2022;1429030;"";8253;17232;"";6
Папуа — Новая Гвинея;12.03.2022;41533;"";639;0;"";0
Судно "MS Zaandam";16.06.2022;9;"";2;0;"";0
Бразилия;19.03.2022;29624435;"";657389;39635;"";291
Китай;17.01.2022;149681;"";5700;260;"";0
Люксембург;21.01.2022;137570;"";943;2856;"";2
Winter Olympics 2022;02.04.2022;535;"";0;0;"";0
Korea, North;26.04.2022;0;"";0;0;"";0
Белиз;09.01.2022;35802;"";605;0;"";0
Кения;25.04.2022;323718;"";5649;9;"";0
Мьянма;21.06.2022;613508;"";19434;14;"";0
Армения;29.03.2022;422484;"";8611;16;"";1
Австрия;22.03.2022;3531163;"";18595;31344;"";36
Доминиканская Республика;02.01.2022;421953;"";4249;2026;"";2
Перу;09.04.2022;3551245;"";212471;454;"";33
Намибия;26.01.2022;155502;"";3937;78;"";13
Венгрия;13.02.2022;1695991;"";42360;0;"";0
Эстония;24.06.2022;579316;"";2588;0;"";0
Южная Корея;27.02.2022;3134456;"";8058;139615;"";114
Гана;27.05.2022;161370;"";1445;0;"";0
Южный Судан;24.02.2022;16950;"";137;4;"";0
Сомали;31.07.2022;26957;"";1361;0;"";0
ДР Конго;20.04.2022;87023;"";1337;0;"";0
Кирибати;16.05.2022;3093;"";13;0;"";0
Габон;22.07.2022;48289;"";306;0;"";0
Буркина-Фасо;29.05.2022;20899;"";384;0;"";0
Уганда;15.03.2022;163597;"";3594;56;"";0
Тринидад и Тобаго;15.01.2022;100590;"";3180;810;"";24
Япония;05.06.2022;8934078;"";30749;15094;"";16
Сальвадор;26.05.2022;162755;"";4131;666;"";0
Мозамбик;07.07.2022;228479;"";2214;75;"";1
Никарагуа;30.03.2022;14269;"";230;47;"";1
Польша;26.04.2022;5992820;"";115977;1356;"";29
Аргентина;09.04.2022;9052083;"";128197;840;"";3
ЦАР;26.02.2022;14187;"";113;0;"";0
Филиппины;17.03.2022;3672661;"";57880;592;"";145
Сенегал;17.03.2022;85818;"";1964;3;"";0
Ирландия;02.06.2022;1565970;"";7381;0;"";0
Восточный Тимор;11.03.2022;22784;"";129;0;"";0
Самоа;30.04.2022;9592;"";19;0;"";0
Гватемала;26.03.2022;824159;"";17278;1014;"";4
Андорра;21.02.2022;37589;"";150;0;"";0
Тунис;19.06.2022;1044426;"";28655;0;"";0
Турция;17.03.2022;14644382;"";96954;21354;"";101
Экваториальная Гвинея;06.05.2022;15910;"";183;0;"";0
Сент-Винсент и Гренадины;30.01.2022;9447;"";93;0;"";0
Швеция;28.04.2022;2500917;"";18772;2529;"";83
Молдавия;04.04.2022;514222;"";11449;23;"";3
Мальта;08.07.2022;107812;"";754;506;"";1
Бенин;04.04.2022;26952;"";163;0;"";0
Панама;25.03.2022;763025;"";8162;290;"";2
Сингапур;02.02.2022;362176;"";859;3101;"";1
Иран;05.02.2022;6543837;"";132745;23130;"";64
Беларусь;08.01.2022;707714;"";5699;1184;"";14
Куба;14.02.2022;1061524;"";8476;792;"";4
Швейцария;28.02.2022;2801951;"";13101;36733;"";21
Литва;01.02.2022;715474;"";7905;10316;"";16
Италия;07.03.2022;13048774;"";156017;22662;"";130
Ливан;15.07.2022;1135565;"";10485;5905;"";3
Зимбабве;24.03.2022;245194;"";5432;236;"";0
Кувейт;27.07.2022;653730;"";2559;0;"";0
Сирия;28.02.2022;54575;"";3075;95;"";4
Ботсвана;13.05.2022;306324;"";2690;0;"";0
Йемен;11.05.2022;11819;"";2149;0;"";0
Бурунди;27.05.2022;41987;"";38;60;"";0
Сан-Марино;24.03.2022;15125;"";112;46;"";0
Гамбия;21.06.2022;12002;"";365;0;"";0
Пакистан;04.01.2022;1298763;"";28950;898;"";5
Саудовская Аравия;16.04.2022;752479;"";9068;83;"";2
Непал;13.05.2022;978989;"";11952;7;"";0
Лихтенштейн;25.02.2022;11671;"";78;107;"";1
Гаити;27.06.2022;31410;"";837;109;"";0
Ливия;21.05.2022;501954;"";6430;0;"";0
Суринам;15.06.2022;80766;"";1355;0;"";0
Черногория;21.04.2022;234472;"";2711;67;"";1
Великобритания;07.02.2022;17988154;"";158903;63947;"";47
Аргентина;25.07.2022;9507562;"";129278;0;"";0
Бангладеш;23.02.2022;1938135;"";28995;1298;"";5
Мозамбик;22.03.2022;225215;"";2200;4;"";0
Сальвадор;07.05.2022;162089;"";4128;0;"";0
Никарагуа;29.06.2022;14690;"";242;71;"";1
Тонга;01.08.2022;12554;"";12;0;"";0
Ирландия;26.04.2022;1514035;"";7028;1223;"";12
Бахрейн;01.08.2022;660152;"";1509;505;"";0
Мадагаскар;25.03.2022;63928;"";1380;0;"";0
Антигуа и Барбуда;16.03.2022;7470;"";135;0;"";0
Самоа;29.05.2022;13380;"";25;0;"";0
Замбия;03.04.2022;317031;"";3967;0;"";0
Сомали;05.02.2022;26067;"";1335;0;"";0
Боливия;23.02.2022;891851;"";21406;739;"";6
Ангола;08.05.2022;99287;"";1900;0;"";0
Греция;31.01.2022;1940723;"";23500;19731;"";128
Молдавия;28.06.2022;520168;"";11567;427;"";4
Босния и Герцеговина;23.02.2022;369870;"";15380;640;"";18
Гватемала;03.07.2022;920294;"";18600;1497;"";9
Египет;14.04.2022;511977;"";24522;0;"";0
Экваториальная Гвинея;27.05.2022;15915;"";183;1;"";0
Тунис;15.05.2022;1041197;"";28575;0;"";0
Гвинея;28.02.2022;36397;"";440;4;"";0
Иран;09.01.2022;6206405;"";131878;1480;"";31
Афганистан;17.06.2022;181534;"";7713;69;"";0
Сингапур;12.01.2022;288125;"";839;882;"";1
Бенин;28.06.2022;27122;"";163;0;"";0
Беларусь;06.02.2022;777391;"";6147;8315;"";15
Литва;13.01.2022;564181;"";7618;4586;"";26
Мальдивы;30.07.2022;184302;"";307;0;"";0
Зимбабве;09.07.2022;255924;"";5563;33;"";1
Ливан;15.04.2022;1095406;"";10355;307;"";2
Бурунди;06.05.2022;40736;"";38;0;"";0
Катар;06.03.2022;358253;"";670;170;"";0
Йемен;23.06.2022;11824;"";2149;0;"";0
Ботсвана;17.06.2022;314242;"";2709;0;"";0
Малави;13.02.2022;85025;"";2596;16;"";2
Непал;17.06.2022;979333;"";11952;24;"";0
Саудовская Аравия;18.07.2022;804570;"";9233;806;"";1
Гаити;05.04.2022;30567;"";833;0;"";0
Ливия;09.06.2022;502040;"";6430;0;"";0
Суринам;19.05.2022;80240;"";1339;0;"";0
Пакистан;10.02.2022;1477573;"";29687;3498;"";39
Сан-Марино;09.07.2022;18710;"";115;349;"";0
Португалия;05.04.2022;3781692;"";21789;3467;"";56
Кабо-Верде;31.01.2022;55695;"";396;18;"";1
Руанда;10.07.2022;131668;"";1461;38;"";0
Оман;02.07.2022;390244;"";4628;0;"";0
Сан-Томе и Принсипи;14.03.2022;5936;"";72;-3;"";0
Папский Престол;29.07.2022;29;"";0;0;"";0
Азербайджан;26.01.2022;640148;"";8650;3192;"";18
Marshall Islands;01.07.2022;18;"";0;0;"";0
Чили;13.03.2022;3301747;"";43879;15271;"";94
Кот-д’Ивуар;02.06.2022;82226;"";799;0;"";0
Вьетнам;12.01.2022;1958719;"";34964;28291;"";177
Малайзия;12.07.2022;4600736;"";35819;2345;"";3
Чад;22.05.2022;7415;"";193;0;"";0
Коста-Рика;10.04.2022;841343;"";8327;0;"";0
Бруней;11.05.2022;143616;"";219;244;"";0
Багамские острова;16.06.2022;35516;"";815;52;"";0
Израиль;09.02.2022;3316228;"";9337;29955;"";34
Кувейт;01.02.2022;552153;"";2499;6436;"";2
Ирак;19.03.2022;2315791;"";25127;218;"";3
Финляндия;07.04.2022;920692;"";3334;7216;"";27
Таджикистан;22.01.2022;17493;"";125;0;"";0
Северная Македония;24.02.2022;295712;"";8968;630;"";10
Судно "MS Zaandam";18.05.2022;9;"";2;0;"";0
Доминиканская Республика;16.02.2022;570636;"";4351;400;"";2
Кения;07.06.2022;325797;"";5651;163;"";0
Белиз;05.02.2022;53544;"";629;0;"";0
Австрия;07.07.2022;4529939;"";20093;12936;"";11
Армения;30.06.2022;423243;"";8629;0;"";0
Мавритания;22.04.2022;58683;"";982;0;"";0
Эстония;10.05.2022;573922;"";2556;1488;"";8
Латвия;07.07.2022;839251;"";5869;694;"";3
Перу;25.07.2022;3845093;"";214071;5994;"";43
Венгрия;01.01.2022;1256415;"";39186;0;"";0
Габон;12.04.2022;47588;"";303;0;"";0
Словения;02.03.2022;897040;"";6327;1866;"";9
Дания;07.03.2022;2922756;"";4953;12229;"";37
ЮАР;15.03.2022;3696823;"";99727;1648;"";2
Тринидад и Тобаго;03.02.2022;113317;"";3433;638;"";10
Буркина-Фасо;30.04.2022;20865;"";383;0;"";0
Гана;06.05.2022;161222;"";1445;0;"";0
Республика Конго;14.02.2022;23874;"";375;14;"";0
ДР Конго;14.07.2022;91737;"";1376;0;"";0
Кирибати;14.06.2022;3215;"";13;6;"";0
Ботсвана;26.05.2022;307126;"";2695;0;"";0
Йемен;28.05.2022;11819;"";2149;0;"";0
Ямайка;25.06.2022;142161;"";3112;0;"";0
Катар;28.02.2022;356982;"";670;311;"";2
Бурунди;12.05.2022;41235;"";38;19;"";0
Сан-Марино;15.07.2022;19132;"";116;155;"";0
Пакистан;19.01.2022;1345801;"";29042;6808;"";5
Малави;07.05.2022;85811;"";2634;11;"";0
Саудовская Аравия;08.07.2022;799435;"";9219;458;"";1
Непал;26.05.2022;979105;"";11952;14;"";0
Португалия;17.03.2022;3584504;"";21342;15284;"";0
Гаити;11.04.2022;30586;"";835;1;"";0
Ливия;03.06.2022;502016;"";6430;0;"";0
Суринам;23.04.2022;79302;"";1327;0;"";0
Беларусь;31.01.2022;742953;"";6052;1965;"";13
Ливан;24.03.2022;1089830;"";10267;411;"";4
Зимбабве;15.07.2022;256083;"";5566;36;"";0
Гватемала;13.07.2022;963117;"";18756;7747;"";8
Босния и Герцеговина;17.03.2022;373799;"";15661;129;"";10
Тунис;05.05.2022;1040712;"";28566;0;"";0
Ангола;19.01.2022;94779;"";1877;504;"";7
Экваториальная Гвинея;18.06.2022;15951;"";183;0;"";0
Греция;20.05.2022;3414189;"";29658;3708;"";16
Сент-Винсент и Гренадины;09.01.2022;6247;"";84;0;"";0
Египет;28.02.2022;483771;"";24074;1523;"";34
Боливия;17.03.2022;898941;"";21477;477;"";1
Молдавия;20.07.2022;526394;"";11592;3360;"";8
Бенин;20.07.2022;27271;"";163;0;"";0
Гвинея;14.04.2022;36502;"";440;0;"";0
Бангладеш;17.03.2022;1950357;"";29112;233;"";0
Великобритания;27.04.2022;22186658;"";175082;18268;"";304
Сальвадор;13.05.2022;162089;"";4129;0;"";0
Мозамбик;17.04.2022;225329;"";2200;6;"";0
Никарагуа;25.07.2022;14777;"";244;0;"";0
Черногория;01.03.2022;230363;"";2682;156;"";2
Аргентина;29.06.2022;9367172;"";129070;0;"";0
Замбия;19.03.2022;315623;"";3962;0;"";0
Канада;20.07.2022;4040958;"";42466;4110;"";52
Мадагаскар;12.03.2022;63870;"";1377;79;"";4
Ирландия;22.05.2022;1551835;"";7244;0;"";0
Сомали;29.04.2022;26485;"";1361;0;"";0
Антигуа и Барбуда;18.02.2022;7400;"";135;5;"";0
Самоа;24.06.2022;14812;"";29;0;"";0
Перу;29.06.2022;3625091;"";213497;4290;"";14
Палау;31.07.2022;5308;"";6;0;"";0
Намибия;13.01.2022;153611;"";3783;321;"";22
Эстония;30.04.2022;572193;"";2539;276;"";1
Республика Конго;23.01.2022;23485;"";371;105;"";0
Гана;12.05.2022;161280;"";1445;9;"";0
Кирибати;08.06.2022;3183;"";13;0;"";0
ДР Конго;04.07.2022;91393;"";1375;0;"";0
Словения;12.03.2022;916712;"";6404;2285;"";8
Габон;02.04.2022;47586;"";303;0;"";0
Буркина-Фасо;10.05.2022;20899;"";384;0;"";0
Тринидад и Тобаго;24.01.2022;106806;"";3320;389;"";18
ЮАР;17.02.2022;3652024;"";97955;3056;"";435
Дания;25.02.2022;2759752;"";4543;23217;"";41
Судно "MS Zaandam";22.04.2022;9;"";2;0;"";0
Швеция;01.08.2022;2539715;"";19358;0;"";0
Северная Македония;18.03.2022;302867;"";9164;319;"";2
Китай;06.01.2022;146478;"";5699;259;"";0
Таджикистан;13.02.2022;17765;"";125;0;"";0
Белиз;30.01.2022;50487;"";625;0;"";0
Кения;13.06.2022;327145;"";5651;213;"";0
Армения;26.07.2022;425365;"";8633;0;"";0
Австрия;17.07.2022;4618853;"";20163;0;"";0
Мавритания;04.02.2022;58407;"";962;26;"";0
Доминиканская Республика;21.01.2022;530998;"";4279;6363;"";5
Багамские острова;06.06.2022;35079;"";810;9;"";0
Коста-Рика;04.04.2022;839368;"";8308;0;"";0
Бруней;16.01.2022;15797;"";98;0;"";0
Финляндия;01.04.2022;889626;"";3178;5950;"";34
Кувейт;25.04.2022;631294;"";2555;0;"";0
Израиль;18.01.2022;1792130;"";8318;0;"";0
Ирак;21.02.2022;2293244;"";24876;2074;"";18
Россия;24.07.2022;18262088;"";374411;7444;"";37
Оман;24.07.2022;393002;"";4628;0;"";0
Кабо-Верде;06.02.2022;55785;"";397;13;"";1
Чили;19.02.2022;2819246;"";41196;35788;"";129
Азербайджан;01.02.2022;663693;"";8755;5223;"";21
Чад;26.04.2022;7411;"";193;0;"";0
Малайзия;06.07.2022;4582302;"";35792;3561;"";5
Кот-д’Ивуар;12.06.2022;82487;"";799;20;"";0
Норвегия;29.07.2022;1455608;"";3623;194;"";0
Сан-Томе и Принсипи;20.02.2022;5926;"";71;1;"";0
Marshall Islands;23.07.2022;59;"";0;0;"";0
Филиппины;30.05.2022;3690451;"";60455;197;"";0
Франция;30.07.2022;33997224;"";153023;0;"";0
ЦАР;12.06.2022;14649;"";113;0;"";0
Восточный Тимор;05.06.2022;22925;"";131;4;"";0
Антигуа и Барбуда;04.05.2022;7654;"";137;28;"";1
Сенегал;30.05.2022;86109;"";1966;1;"";0
Ирландия;08.03.2022;1326946;"";6571;4355;"";1
Сальвадор;13.03.2022;156364;"";4100;0;"";5
Мозамбик;07.02.2022;224347;"";2183;8;"";0
Никарагуа;03.01.2022;13563;"";217;0;"";0
Бангладеш;09.05.2022;1952829;"";29127;30;"";0
Узбекистан;20.06.2022;239726;"";1637;201;"";0
Сингапур;06.07.2022;1495953;"";1423;9989;"";2
Бенин;04.01.2022;25522;"";161;587;"";0
Summer Olympics 2020;03.04.2022;865;"";0;0;"";0
Лесото;14.05.2022;33151;"";697;0;"";0
Сербия;02.03.2022;1916707;"";15315;2846;"";35
Иран;09.07.2022;7247601;"";141429;894;"";2
Сент-Винсент и Гренадины;15.07.2022;9183;"";115;0;"";1
Тунис;17.02.2022;974214;"";27295;2754;"";62
Босния и Герцеговина;09.05.2022;377345;"";15768;69;"";0
Андорра;23.06.2022;43774;"";153;0;"";0
Гватемала;15.01.2022;651774;"";16175;2827;"";15
Молдавия;04.01.2022;377496;"";10319;652;"";13
Боливия;09.05.2022;905453;"";21925;0;"";0
Греция;28.07.2022;4349423;"";30999;0;"";0
Люксембург;12.02.2022;173419;"";969;0;"";0
Winter Olympics 2022;08.04.2022;535;"";0;0;"";0
Korea, North;18.05.2022;1;"";6;0;"";0
Ливан;30.01.2022;914929;"";9590;7105;"";14
Зимбабве;09.01.2022;221918;"";5148;0;"";0
Сирия;10.06.2022;55904;"";3150;3;"";0
Литва;05.07.2022;1162831;"";9176;647;"";1
Куба;02.07.2022;1106087;"";8529;42;"";0
Швейцария;10.06.2022;3685281;"";13814;0;"";0
Беларусь;23.03.2022;953901;"";6747;1647;"";10
Танзания;30.07.2022;37510;"";841;0;"";0
Мьянма;26.05.2022;613260;"";19434;4;"";0
